% 
% 
@RELATION PHOG 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE 19 REAL
@ATTRIBUTE 20 REAL
@ATTRIBUTE 21 REAL
@ATTRIBUTE 22 REAL
@ATTRIBUTE 23 REAL
@ATTRIBUTE 24 REAL
@ATTRIBUTE 25 REAL
@ATTRIBUTE 26 REAL
@ATTRIBUTE 27 REAL
@ATTRIBUTE 28 REAL
@ATTRIBUTE 29 REAL
@ATTRIBUTE 30 REAL
@ATTRIBUTE 31 REAL
@ATTRIBUTE 32 REAL
@ATTRIBUTE 33 REAL
@ATTRIBUTE 34 REAL
@ATTRIBUTE 35 REAL
@ATTRIBUTE 36 REAL
@ATTRIBUTE 37 REAL
@ATTRIBUTE 38 REAL
@ATTRIBUTE 39 REAL
@ATTRIBUTE 40 REAL
@ATTRIBUTE class {C02, C01} 

@DATA 
0.416618734382361,0.4534133570061164,0.3157110357744627,0.23438987633617034,0.18225233515468572,0.18579879788655815,0.25699877188561754,0.35017998081139445,0.09336430864533765,0.11231549769760103,0.05365833300105931,0.029842505919508832,0.02758763132378798,0.02688335880975806,0.038732511804946204,0.06599765232261864,0.09725465564717002,0.10515361004826554,0.07085971028916015,0.07254606072783383,0.07006196161228473,0.06590347760328902,0.0891598041089652,0.07762735048076141,0.13886103742309028,0.15603152959936947,0.10389958736205185,0.06418640548787116,0.04705321829123554,0.054730891670574155,0.06421515193780306,0.08254145642834533,0.08713873266676353,0.07991271966087986,0.08729340512219094,0.06781490420095576,0.03754952392737754,0.03828106980293696,0.06489130403390297,0.12401352157966974,C01
0.15866732973256087,0.18284397817007414,0.2492008413822707,0.4728967452869169,0.4982195032048123,0.3199096424879899,0.23045731490487484,0.18963598595750647,0.030956856026102687,0.03547553770120628,0.05942759352263548,0.16033478119453817,0.1371521038449188,0.05778633328385285,0.04437897538550002,0.04243544492960792,0.013580710924623936,0.016094212401462003,0.02206304886422486,0.056461665223464,0.11349374892807881,0.07273136242446403,0.04496084847132244,0.02260395693402031,0.043791867189626285,0.05972554756531009,0.0985000509628824,0.16507487847322905,0.1462831552133962,0.10416061642383781,0.06313217659154692,0.04434124641230402,0.07033789559220953,0.0715486805020944,0.0692101480325272,0.09102542039567339,0.10129049521842937,0.08523133035583728,0.0779853144565073,0.0802553376815741,C01
0.26850967976628515,0.35229969906463,0.36804892490007984,0.38081931165429456,0.340253645900702,0.2725430793720561,0.2539634577445246,0.2251861433084107,0.06348580893424424,0.09110199997655463,0.12109447941922599,0.17173873463672948,0.14390336593297676,0.09843315033383086,0.07559646877694909,0.058813869620445276,0.0683338115010722,0.09734584102680238,0.10382609205283111,0.07643978636388765,0.06349022077516553,0.05085100548318212,0.04837741267722259,0.04990897106678259,0.08932175892362132,0.10494454774756733,0.08565515344298397,0.07915374405739979,0.08613874148177172,0.08789522052773546,0.09465052398357082,0.0838397285044383,0.04277086420271702,0.05638304488658708,0.05586611553657095,0.05201734887768538,0.045082716182179246,0.03430708673496253,0.033503210676332,0.02958677272949472,C01
0.29933138021487155,0.30835040922147,0.31277661387021377,0.3776974382548048,0.35509670771013946,0.2851908881860053,0.28213535962399877,0.28555994613342117,0.05976923410973611,0.05635268828793607,0.05497145752185748,0.05418534016398051,0.0501222619385717,0.04999194180514305,0.06270355386270013,0.06193736025584837,0.06235252306689355,0.0666217406745012,0.06643722892005756,0.07237137509713674,0.07875644560059104,0.07543606929526789,0.06387550099389516,0.06641397925861454,0.07287566033015902,0.07696145213032203,0.08722001057757395,0.12475544843978778,0.10272407840681287,0.0647966231483088,0.060372265098005605,0.06504400235073733,0.10300753455298967,0.10671638444886963,0.10142850906064586,0.11766466100494848,0.11671044860901898,0.09305159232562414,0.093324267751427,0.09090698289117853,C01
0.2593992463889724,0.26376914605865487,0.2576255918131699,0.315095840992403,0.31951693438468237,0.26058525863442067,0.41428679951343117,0.2886190458185361,0.0758220246708823,0.10221219510236747,0.09533202288494759,0.12691597246752992,0.09501221542202594,0.05670918018000566,0.043421386214722385,0.03254374764517363,0.029858990121583658,0.023669655734692326,0.02578962494251851,0.04704376107127136,0.07958336551482315,0.048111575899529996,0.03614155984332448,0.025009148451275,0.11841491688287036,0.10889859905024939,0.10250027683845504,0.08405775823059032,0.07452863695797757,0.099190975780292,0.2906564802362466,0.20050238791044778,0.03530331471363833,0.028988696171349245,0.03400366714725002,0.05707834922299444,0.07039271648987304,0.056573526774590065,0.04406737321912511,0.03056376181163557,C01
0.2979304149986381,0.36682545258330185,0.4160961426972654,0.372937409739709,0.28023705157289147,0.20058400861348508,0.24029839864459362,0.25410604658907776,0.10682215510461096,0.1804884777649832,0.1800190310915954,0.09792737060351643,0.06396555357613963,0.04973725767871433,0.05290338530068888,0.06047063036848877,0.09749646023751225,0.0742780887748258,0.07002315625672788,0.06858624680559104,0.058276640551744134,0.052934157786172074,0.07301250573027832,0.08567823982012025,0.03413920556180877,0.037351461295560835,0.05431911852494864,0.10809513166127376,0.09134723557556863,0.03967459609655828,0.03317558512121264,0.029274989668820334,0.05946069092845316,0.07470494623359593,0.11172225261915068,0.09809693283338301,0.06641859850664372,0.05822177748105421,0.0811901386056847,0.07866238960922091,C01
0.17923013270367685,0.14215986572814196,0.2212889971716906,0.5830266097105673,0.49615351452999906,0.1885500861801195,0.16604794024077518,0.17535206668626302,0.04821049512547475,0.03731154564311396,0.04639795763706298,0.1381608793035476,0.1384521671683126,0.05128383450337089,0.04672675117792098,0.04508232984963931,0.05663196192147794,0.03841604176211353,0.10534700503256926,0.2458961088202047,0.16084588543553924,0.06740092255753215,0.05041012266839509,0.06573478318349249,0.029033896253423577,0.022472075871006737,0.02934581513909391,0.11056403102325908,0.09216621434260278,0.034812172783033876,0.03874606439550432,0.03284526353559496,0.04535377940330069,0.04396020245190752,0.040198219362966116,0.0884055905635627,0.10468924758355133,0.03505315633618143,0.030165001998956647,0.031689690117534926,C01
0.37365440339420963,0.2986316814431212,0.24507336179204264,0.2678130316663486,0.30178025476390824,0.2908807071632696,0.34260516825655196,0.36059113317023084,0.035413186022067424,0.0356546684754929,0.035854485850322484,0.034560747533376526,0.03405366353493022,0.04018807155548516,0.057033373414495596,0.04247487279817426,0.11700106072291772,0.10376566558272056,0.08800420728899096,0.09158147977136474,0.11104266277771513,0.10619781951534002,0.10479318674086908,0.11077102678373273,0.1341351189928145,0.08828174079287683,0.062386801930844026,0.06520191448721786,0.06525127346055841,0.060531908432838476,0.07692820116417598,0.10971427266722499,0.08619152584903884,0.06945178200501917,0.05741512831907769,0.07520009459997529,0.09021402258364253,0.08314850220189707,0.10306660601275974,0.09673911682182632,C01
0.3428157111981483,0.23965929332905075,0.19149635849332475,0.26733987253231584,0.3282974316945192,0.31411200462729766,0.38650524226258864,0.38417340203746514,0.05143482396602471,0.042707114673110266,0.054422656148884786,0.10727969014709704,0.11793926660556223,0.09055812415410922,0.08696074437383457,0.054577669096177936,0.05020201425624998,0.03181182242761031,0.025098352363333784,0.035407511329275505,0.06974630588899118,0.08343699295801113,0.12973497003332513,0.12152446718538205,0.13083934669727773,0.09788155155222779,0.05936441307652873,0.05829900965058623,0.06615284543533709,0.06955139429743892,0.08441165558844048,0.12181921263968828,0.10794437530280035,0.06692269283120778,0.05245540820866374,0.0661452609048833,0.07434614682833735,0.07033022306360866,0.08487959530024748,0.08548767934543791,C01
0.21268855967051184,0.1713315487834151,0.1477888531689475,0.20384948563522085,0.3500820908383888,0.46638458366290536,0.3972291934996103,0.28605480265346966,0.04492300510631801,0.03491820279237706,0.04056805580061153,0.06540029039734767,0.09193878322821489,0.06018467555006451,0.05025670696126724,0.04291288743496608,0.04970154127777862,0.04208654791030293,0.04381151620377858,0.08109892797154858,0.16810243675453648,0.29473940666977394,0.17442324776623735,0.08064102141975778,0.016796650477902242,0.004431505857104907,0.004345099267317105,0.004480087835229904,0.006919697960085986,0.01249956422080713,0.012200388956131231,0.007106680144961452,0.10126736280851409,0.08989529222362996,0.059064181897240144,0.05287017943109134,0.08312117289555444,0.09896093722228563,0.16034884981593747,0.15539421365377482,C01
